container_id,shipment_id,fruit_type,origin,destination,temperature,humidity,vibration,battery_level,door_status,container_status,latitude,longitude,timestamp
C001,S00977,Papaya,Delhi,Ahmedabad,5.6,70.89,0.49,95,Closed,In Transit,28.614034,77.24916,2026-07-09 09:19:55
C065,S00039,Kiwi,Bangalore,Chennai,6.26,75.35,2.88,71,Closed,Unloading,12.993251,77.555599,2026-07-07 17:53:55
C081,S00856,Mango,Pune,Bangalore,6.26,74.18,3.37,79,Closed,Delivered,18.477064,73.840769,2026-07-11 06:20:55
C051,S00811,Mango,Hyderabad,Chennai,6.11,73.05,2.68,79,Closed,Delivered,17.405341,78.524434,2026-07-05 01:09:55
C085,S00756,Pineapple,Kolkata,Pune,2.46,90.6,3.19,93,Closed,Unloading,22.604179,88.379467,2026-07-09 16:41:55
C025,S00473,Grapes,Ahmedabad,Kolkata,3.64,75.92,0.42,88,Closed,Unloading,23.01784,72.561114,2026-07-08 05:07:55
C100,S00255,Kiwi,Kolkata,Delhi,4.15,93.28,2.06,91,Closed,In Transit,22.549487,88.370287,2026-07-09 07:51:55
C021,S00281,Kiwi,Pune,Ahmedabad,7.28,76.6,1.86,93,Open,In Transit,18.485955,73.843556,2026-07-10 15:28:55
C051,S00850,Apple,Hyderabad,Chennai,5.11,85.85,3.66,92,Closed,Loading,17.394322,78.446142,2026-07-04 14:54:55
C070,S00433,Pineapple,Kolkata,Mumbai,7.69,92.48,2.35,94,Closed,Loading,22.532837,88.339456,2026-07-10 23:46:55
C036,S00571,Banana,Pune,Kolkata,6.72,70.92,2.27,79,Closed,In Transit,18.546451,73.876309,2026-07-04 15:26:55
C055,S00959,Apple,Kolkata,Pune,3.51,82.37,2.12,83,Closed,In Transit,22.591172,88.333139,2026-07-09 10:54:55
C065,S00602,Grapes,Hyderabad,Delhi,4.49,94.29,4.17,95,Closed,Delivered,17.348071,78.503173,2026-07-06 12:44:55
C043,S00252,Mango,Kolkata,Pune,6.96,76.86,2.07,73,Closed,Loading,22.592985,88.402105,2026-07-04 23:59:55
C090,S00900,Papaya,Ahmedabad,Kolkata,6.06,88.78,0.6,97,Open,In Transit,23.065809,72.574955,2026-07-07 11:01:55
C048,S00542,Pineapple,Pune,Hyderabad,7.93,77.79,4.57,84,Closed,In Transit,18.513115,73.813182,2026-07-04 22:30:55
C047,S00266,Apple,Delhi,Bangalore,2.49,70.09,1.76,89,Closed,Delivered,28.629956,77.163875,2026-07-06 17:42:55
C050,S00974,Strawberry,Bangalore,Hyderabad,6.95,85.97,0.87,70,Closed,Loading,12.965781,77.585163,2026-07-07 06:06:55
C021,S00537,Mango,Mumbai,Pune,4.78,93.35,0.59,86,Closed,Loading,19.062441,72.833425,2026-07-05 21:48:55
C030,S00228,Mango,Hyderabad,Kolkata,6.66,78.18,1.37,83,Closed,Loading,17.418323,78.470775,2026-07-08 14:10:55
C062,S00580,Grapes,Mumbai,Bangalore,5.85,83.72,3.81,92,Closed,In Transit,19.045726,72.895882,2026-07-04 19:10:55
C093,S00880,Orange,Chennai,Bangalore,6.91,84.73,2.39,77,Closed,In Transit,13.044285,80.257493,2026-07-05 03:22:55
C012,S00067,Pineapple,Kolkata,Delhi,7.8,73.99,4.32,71,Closed,In Transit,22.568495,88.405522,2026-07-08 05:46:55
C096,S00716,Apple,Chennai,Ahmedabad,2.55,81.72,0.82,91,Closed,In Transit,13.107684,80.245884,2026-07-06 03:57:55
C047,S00874,Orange,Ahmedabad,Mumbai,7.86,76.33,2.77,88,Closed,In Transit,23.053211,72.576295,2026-07-07 09:23:55
C001,S00054,Grapes,Pune,Hyderabad,4.74,81.2,1.79,84,Closed,In Transit,18.511218,73.813148,2026-07-08 02:55:55
C087,S00649,Orange,Mumbai,Ahmedabad,6.73,76.36,1.94,76,Closed,In Transit,19.075487,72.88361,2026-07-07 15:20:55
C063,S00815,Papaya,Mumbai,Hyderabad,2.75,78.48,3.3,87,Closed,In Transit,19.063628,72.850898,2026-07-07 10:55:55
C085,S00445,Mango,Mumbai,Hyderabad,7.02,89.18,0.44,90,Closed,In Transit,19.069045,72.897418,2026-07-07 21:05:55
C087,S00514,Grapes,Chennai,Kolkata,2.72,82.94,1.93,82,Closed,Delivered,13.09675,80.305632,2026-07-07 04:45:55
C072,S00790,Orange,Chennai,Bangalore,2.11,91.54,1.8,89,Closed,In Transit,13.080425,80.314508,2026-07-04 21:28:55
C076,S00672,Papaya,Pune,Chennai,4.02,91.54,3.49,92,Closed,In Transit,18.548048,73.88802,2026-07-05 05:05:55
C016,S00881,Strawberry,Delhi,Pune,5.13,82.14,3.27,97,Closed,In Transit,28.598565,77.200693,2026-07-05 23:55:55
C090,S00458,Grapes,Bangalore,Pune,7.73,88.95,3.44,89,Closed,In Transit,12.929329,77.564277,2026-07-04 20:34:55
C072,S00247,Mango,Hyderabad,Delhi,2.54,79.6,3.19,77,Closed,Loading,17.367924,78.50894,2026-07-05 04:00:55
C077,S00756,Mango,Chennai,Ahmedabad,6.39,92.13,4.35,71,Closed,In Transit,13.070759,80.285642,2026-07-06 00:16:55
C021,S00116,Apple,Delhi,Ahmedabad,3.24,71.19,4.74,74,Closed,In Transit,28.610152,77.162529,2026-07-06 20:37:55
C098,S00663,Orange,Kolkata,Chennai,7.5,93.34,1.1,71,Closed,In Transit,22.615763,88.318446,2026-07-08 13:41:55
C090,S00894,Grapes,Chennai,Kolkata,5.81,94.85,4.73,85,Closed,In Transit,13.056487,80.266798,2026-07-09 00:39:55
C100,S00113,Mango,Mumbai,Chennai,6.94,88.73,3.41,84,Closed,Unloading,19.052277,72.881001,2026-07-06 01:28:55
C093,S00372,Strawberry,Ahmedabad,Delhi,2.86,81.33,3.15,83,Closed,Delivered,23.060343,72.579195,2026-07-05 03:40:55
C097,S00342,Grapes,Bangalore,Delhi,7.49,93.77,3.51,73,Closed,Loading,12.955447,77.597505,2026-07-08 16:33:55
C015,S00865,Pineapple,Chennai,Pune,3.49,86.22,1.31,100,Closed,Loading,13.098636,80.270126,2026-07-07 13:11:55
C100,S00535,Papaya,Chennai,Delhi,2.34,78.05,1.55,87,Closed,In Transit,13.09003,80.286421,2026-07-09 03:28:55
C025,S00417,Papaya,Chennai,Hyderabad,5.88,81.06,3.82,70,Closed,In Transit,13.039471,80.243515,2026-07-07 14:18:55
C042,S00135,Banana,Hyderabad,Pune,4.65,72.93,3.83,88,Closed,In Transit,17.392893,78.529021,2026-07-08 21:21:55
C075,S00263,Papaya,Kolkata,Pune,3.87,72.21,0.41,95,Closed,In Transit,22.536429,88.410124,2026-07-09 00:11:55
C005,S00857,Papaya,Hyderabad,Kolkata,5.01,86.83,4.99,83,Closed,In Transit,17.399817,78.533725,2026-07-07 05:08:55
C077,S00266,Mango,Delhi,Bangalore,7.26,86.75,4.63,81,Closed,In Transit,28.598721,77.16157,2026-07-11 05:39:55
C090,S00352,Banana,Bangalore,Ahmedabad,5.38,89.2,0.65,87,Closed,In Transit,13.011455,77.644487,2026-07-09 16:24:55
C038,S00302,Pineapple,Kolkata,Chennai,3.27,85.34,2.16,78,Closed,In Transit,22.570398,88.366546,2026-07-05 02:19:55
C053,S00197,Pomegranate,Pune,Chennai,6.37,73.22,2.66,88,Closed,Loading,18.560829,73.881725,2026-07-05 20:24:55
C066,S00805,Mango,Ahmedabad,Kolkata,5.72,86.42,4.81,75,Closed,In Transit,23.056434,72.525975,2026-07-09 20:14:55
C084,S00806,Pomegranate,Mumbai,Pune,3.42,90.9,0.67,84,Closed,In Transit,19.041122,72.905043,2026-07-08 14:30:55
C044,S00528,Banana,Mumbai,Bangalore,2.98,80.18,2.39,72,Closed,In Transit,19.093798,72.919747,2026-07-10 05:04:55
C046,S00962,Apple,Hyderabad,Bangalore,6.14,81.56,4.81,93,Closed,Delivered,17.35714,78.439114,2026-07-07 17:07:55
C056,S00258,Apple,Kolkata,Bangalore,7.07,88.45,4.48,74,Closed,In Transit,22.523538,88.341064,2026-07-04 13:54:55
C027,S00131,Orange,Bangalore,Kolkata,2.75,88.24,0.48,100,Closed,In Transit,13.003528,77.580463,2026-07-09 15:54:55
C097,S00230,Pineapple,Pune,Mumbai,4.62,71.85,0.47,95,Closed,In Transit,18.535026,73.833103,2026-07-10 04:16:55
C090,S00390,Banana,Ahmedabad,Pune,3.55,81.02,3.59,79,Open,In Transit,23.018746,72.542946,2026-07-06 14:59:55
C011,S00596,Pineapple,Delhi,Ahmedabad,5.96,84.26,0.1,88,Closed,In Transit,28.62024,77.1595,2026-07-08 16:41:55
C049,S00754,Kiwi,Pune,Mumbai,4.38,74.0,1.75,93,Closed,Delivered,18.561538,73.885274,2026-07-05 23:29:55
C007,S00278,Apple,Ahmedabad,Delhi,6.29,80.83,4.32,75,Closed,In Transit,23.051984,72.569525,2026-07-06 09:16:55
C052,S00623,Banana,Pune,Hyderabad,5.4,89.36,4.75,90,Closed,Delivered,18.492741,73.903316,2026-07-04 20:46:55
C094,S00160,Orange,Bangalore,Ahmedabad,3.68,90.04,2.4,79,Closed,In Transit,13.012697,77.620378,2026-07-08 00:06:55
C092,S00319,Pineapple,Delhi,Chennai,7.78,77.72,2.82,86,Closed,Delivered,28.649892,77.217855,2026-07-11 00:07:55
C057,S00123,Orange,Bangalore,Hyderabad,4.4,92.07,1.63,75,Closed,In Transit,13.013763,77.586563,2026-07-05 07:41:55
C048,S00943,Pineapple,Hyderabad,Mumbai,6.96,89.08,1.17,84,Closed,In Transit,17.346564,78.440791,2026-07-10 21:39:55
C013,S00932,Mango,Mumbai,Hyderabad,6.63,91.59,3.4,75,Closed,In Transit,19.048088,72.916538,2026-07-11 01:03:55
C100,S00750,Pomegranate,Pune,Chennai,6.93,91.17,0.93,70,Closed,Unloading,18.516123,73.808594,2026-07-11 01:17:55
C020,S00414,Orange,Mumbai,Chennai,5.76,84.46,0.93,75,Closed,In Transit,19.120233,72.896371,2026-07-06 04:18:55
C079,S00014,Grapes,Kolkata,Pune,6.19,85.46,1.06,84,Closed,In Transit,22.563616,88.340675,2026-07-08 06:26:55
C065,S00901,Strawberry,Pune,Bangalore,3.0,83.5,3.16,83,Open,Delivered,18.495366,73.885446,2026-07-07 13:45:55
C017,S00840,Mango,Chennai,Pune,5.12,75.03,2.69,97,Closed,In Transit,13.054117,80.313482,2026-07-09 00:48:55
C027,S00516,Pineapple,Hyderabad,Pune,3.43,70.83,2.37,73,Closed,In Transit,17.41185,78.527419,2026-07-11 04:49:55
C034,S00763,Kiwi,Kolkata,Hyderabad,5.42,76.7,4.57,98,Closed,In Transit,22.595686,88.373342,2026-07-05 20:37:55
C099,S00184,Papaya,Ahmedabad,Bangalore,4.32,72.82,4.14,100,Closed,In Transit,22.979605,72.557267,2026-07-10 14:20:55
C065,S00243,Grapes,Hyderabad,Bangalore,7.45,84.59,1.66,96,Closed,In Transit,17.410377,78.457147,2026-07-10 15:21:55
C070,S00813,Banana,Pune,Hyderabad,5.0,79.05,2.57,85,Closed,In Transit,18.497437,73.892238,2026-07-05 07:32:55
C080,S00301,Pomegranate,Delhi,Kolkata,5.13,77.47,1.89,87,Closed,In Transit,28.638898,77.242007,2026-07-07 04:09:55
C066,S00714,Mango,Hyderabad,Chennai,6.28,78.13,2.67,92,Closed,Loading,17.343025,78.449442,2026-07-07 14:01:55
C032,S00342,Pomegranate,Ahmedabad,Bangalore,3.54,71.47,0.93,77,Closed,Loading,23.01635,72.554758,2026-07-10 05:45:55
C021,S00883,Kiwi,Mumbai,Delhi,7.62,94.82,3.53,90,Closed,Delivered,19.033232,72.84376,2026-07-05 14:00:55
C096,S00670,Strawberry,Delhi,Hyderabad,6.28,86.54,2.43,88,Closed,In Transit,28.580466,77.188455,2026-07-09 02:19:55
C021,S00449,Orange,Ahmedabad,Kolkata,7.7,82.59,2.99,90,Closed,Loading,22.979319,72.590632,2026-07-10 15:57:55
C008,S00910,Orange,Mumbai,Pune,7.41,79.82,3.15,82,Closed,Unloading,19.028724,72.845539,2026-07-06 13:57:55
C029,S00745,Mango,Bangalore,Pune,3.08,74.76,3.95,74,Closed,In Transit,12.948099,77.590143,2026-07-06 11:41:55
C048,S00739,Mango,Bangalore,Pune,6.46,87.64,1.55,93,Closed,In Transit,12.985315,77.584463,2026-07-04 23:02:55
C082,S00807,Kiwi,Hyderabad,Bangalore,5.21,87.51,0.14,71,Closed,Loading,17.388314,78.453513,2026-07-07 18:29:55
C088,S00806,Kiwi,Hyderabad,Kolkata,6.96,77.22,3.48,94,Closed,In Transit,17.412602,78.458761,2026-07-04 23:26:55
C009,S00539,Mango,Kolkata,Bangalore,5.14,75.07,2.94,75,Closed,In Transit,22.555882,88.385641,2026-07-07 03:29:55
C044,S00285,Mango,Ahmedabad,Pune,2.37,94.79,2.82,72,Closed,In Transit,23.068612,72.526118,2026-07-09 13:54:55
C037,S00674,Apple,Ahmedabad,Pune,4.52,78.52,1.8,77,Closed,In Transit,22.98795,72.541187,2026-07-09 12:06:55
C026,S00022,Apple,Hyderabad,Mumbai,2.32,77.53,4.31,72,Open,In Transit,17.424534,78.490428,2026-07-04 19:56:55
C001,S00146,Orange,Mumbai,Chennai,4.0,89.19,4.1,71,Closed,Unloading,19.073356,72.908095,2026-07-07 08:01:55
C005,S00838,Pomegranate,Chennai,Mumbai,3.87,93.51,4.73,91,Closed,In Transit,13.100015,80.299277,2026-07-05 05:00:55
C018,S00553,Strawberry,Bangalore,Mumbai,6.07,89.84,3.34,90,Closed,In Transit,13.018928,77.577773,2026-07-09 09:09:55
C004,S00328,Banana,Chennai,Delhi,6.2,85.71,0.14,75,Closed,In Transit,13.041507,80.274662,2026-07-06 15:00:55
C031,S00382,Strawberry,Delhi,Mumbai,4.21,87.65,4.14,73,Closed,In Transit,28.649315,77.23906,2026-07-06 18:04:55
C029,S00206,Mango,Delhi,Chennai,7.31,86.33,3.96,98,Closed,In Transit,28.611973,77.216104,2026-07-11 00:54:55
C075,S00190,Pineapple,Delhi,Hyderabad,6.93,79.71,0.24,93,Closed,In Transit,28.591683,77.195048,2026-07-10 03:43:55
C022,S00718,Pomegranate,Ahmedabad,Kolkata,3.86,80.28,4.73,93,Closed,Delivered,23.003245,72.533188,2026-07-06 05:28:55
C036,S00397,Orange,Chennai,Pune,2.38,88.89,2.8,82,Closed,In Transit,13.128844,80.303487,2026-07-09 02:27:55
C097,S00145,Papaya,Delhi,Ahmedabad,6.25,79.18,0.07,77,Closed,In Transit,28.587409,77.163816,2026-07-04 18:40:55
C013,S00677,Banana,Bangalore,Kolkata,4.82,84.28,3.93,78,Closed,Loading,12.940171,77.561216,2026-07-10 00:55:55
C034,S00969,Kiwi,Mumbai,Pune,2.25,92.68,4.09,100,Closed,Loading,19.11645,72.908498,2026-07-08 22:27:55
C046,S00547,Pomegranate,Mumbai,Pune,3.2,85.1,1.33,93,Closed,In Transit,19.076017,72.902009,2026-07-11 03:25:55
C016,S00807,Apple,Hyderabad,Mumbai,3.11,86.99,0.28,93,Closed,In Transit,17.431479,78.528263,2026-07-07 19:12:55
C030,S00262,Banana,Mumbai,Kolkata,6.92,73.6,1.21,88,Closed,In Transit,19.11153,72.845597,2026-07-10 15:30:55
C052,S00711,Apple,Chennai,Kolkata,7.27,84.25,2.1,90,Closed,In Transit,13.061842,80.267159,2026-07-08 00:41:55
C052,S00395,Orange,Hyderabad,Ahmedabad,7.96,70.45,1.61,79,Closed,Loading,17.377497,78.500755,2026-07-10 14:41:55
C023,S00564,Strawberry,Pune,Hyderabad,7.74,94.08,1.39,71,Closed,Unloading,18.542027,73.824791,2026-07-09 22:59:55
C080,S00442,Mango,Hyderabad,Pune,3.67,83.01,0.34,99,Closed,In Transit,17.364293,78.502291,2026-07-06 02:26:55
C086,S00315,Kiwi,Delhi,Pune,3.38,85.67,3.09,100,Closed,In Transit,28.588908,77.217915,2026-07-06 18:40:55
C055,S00656,Apple,Mumbai,Ahmedabad,5.6,76.99,1.77,81,Closed,In Transit,19.059523,72.909259,2026-07-10 08:27:55
C070,S00686,Apple,Kolkata,Ahmedabad,6.45,94.07,0.13,72,Closed,Loading,22.569806,88.320139,2026-07-08 19:33:55
C067,S00364,Orange,Pune,Delhi,3.09,71.86,0.99,96,Closed,In Transit,18.47358,73.831809,2026-07-10 20:18:55
C085,S00302,Banana,Bangalore,Chennai,4.88,79.77,3.86,93,Closed,In Transit,12.948776,77.593493,2026-07-04 22:52:55
C023,S00698,Orange,Ahmedabad,Hyderabad,5.06,77.39,2.5,86,Closed,Loading,23.010219,72.522081,2026-07-08 04:20:55
C046,S00186,Orange,Kolkata,Bangalore,2.15,90.32,2.05,87,Open,In Transit,22.577319,88.405532,2026-07-06 02:49:55
C086,S00213,Papaya,Chennai,Pune,6.38,71.56,3.01,75,Closed,In Transit,13.073246,80.304928,2026-07-08 01:36:55
C029,S00258,Pomegranate,Chennai,Mumbai,7.62,86.1,1.73,82,Closed,In Transit,13.117087,80.279218,2026-07-09 15:23:55
C053,S00903,Mango,Pune,Kolkata,7.97,90.48,0.57,72,Closed,In Transit,18.566386,73.84226,2026-07-07 06:03:55
C025,S00741,Orange,Chennai,Hyderabad,7.95,81.94,2.98,91,Closed,Unloading,13.132157,80.249432,2026-07-10 17:20:55
C057,S00751,Pomegranate,Chennai,Delhi,7.78,85.98,1.66,99,Closed,In Transit,13.096266,80.292219,2026-07-11 10:09:55
C048,S00018,Pineapple,Pune,Delhi,4.29,89.8,3.98,93,Closed,In Transit,18.529832,73.877835,2026-07-06 13:40:55
C005,S00667,Kiwi,Mumbai,Hyderabad,7.4,92.06,0.62,94,Closed,In Transit,19.110974,72.881873,2026-07-08 04:26:55
C013,S00959,Strawberry,Mumbai,Pune,3.23,83.84,4.32,79,Closed,Loading,19.108223,72.918659,2026-07-05 21:45:55
C069,S00821,Grapes,Chennai,Delhi,7.97,74.98,1.57,94,Closed,Loading,13.068205,80.281378,2026-07-11 08:33:55
C012,S00845,Grapes,Ahmedabad,Delhi,3.38,84.35,4.19,74,Closed,In Transit,23.065535,72.533746,2026-07-05 01:52:55
C022,S00834,Pomegranate,Ahmedabad,Kolkata,4.43,93.92,1.27,71,Closed,In Transit,22.97714,72.597305,2026-07-10 22:36:55
C067,S00517,Papaya,Ahmedabad,Pune,2.58,78.52,4.43,80,Closed,Loading,23.014582,72.593932,2026-07-06 06:13:55
C099,S00472,Pineapple,Delhi,Kolkata,3.91,88.98,1.66,82,Closed,Unloading,28.619347,77.16965,2026-07-09 12:20:55
C073,S00514,Apple,Chennai,Ahmedabad,3.54,72.51,4.04,70,Closed,In Transit,13.108911,80.28825,2026-07-10 12:11:55
C095,S00126,Pineapple,Pune,Ahmedabad,6.54,81.52,1.82,99,Closed,In Transit,18.538845,73.843441,2026-07-08 07:47:55
C093,S00523,Kiwi,Bangalore,Kolkata,2.65,83.53,0.53,93,Closed,In Transit,13.013992,77.545013,2026-07-09 19:45:55
C100,S00071,Grapes,Delhi,Pune,2.63,80.42,0.91,82,Closed,Delivered,28.591037,77.258329,2026-07-06 02:36:55
C050,S00774,Papaya,Chennai,Mumbai,6.94,71.76,1.63,70,Closed,Loading,13.074591,80.257083,2026-07-08 06:05:55
C033,S00428,Orange,Ahmedabad,Mumbai,7.81,91.4,3.54,89,Closed,Unloading,23.029261,72.584266,2026-07-08 20:09:55
C060,S00467,Kiwi,Chennai,Delhi,7.87,75.58,4.19,71,Closed,In Transit,13.092486,80.30121,2026-07-10 02:02:55
C035,S00092,Orange,Hyderabad,Delhi,7.59,77.04,2.95,82,Closed,Delivered,17.387726,78.490693,2026-07-05 23:27:55
C072,S00785,Orange,Hyderabad,Kolkata,4.36,78.19,1.15,75,Closed,In Transit,17.405889,78.523206,2026-07-06 23:24:55
C009,S00949,Grapes,Bangalore,Kolkata,5.42,81.1,1.58,70,Closed,Unloading,12.973606,77.583821,2026-07-06 22:58:55
C061,S00346,Kiwi,Hyderabad,Mumbai,6.07,78.35,1.89,91,Closed,Loading,17.411998,78.460411,2026-07-05 10:07:55
C008,S00547,Grapes,Mumbai,Ahmedabad,7.31,87.9,4.51,90,Closed,Loading,19.117387,72.843254,2026-07-07 15:29:55
C033,S00781,Banana,Bangalore,Ahmedabad,5.65,86.66,4.64,73,Closed,Loading,12.981789,77.596896,2026-07-10 11:23:55
C059,S00427,Kiwi,Delhi,Bangalore,2.63,77.56,2.96,82,Closed,Unloading,28.620004,77.197315,2026-07-09 13:53:55
C063,S00438,Mango,Bangalore,Chennai,3.75,87.44,3.69,81,Closed,In Transit,12.935892,77.624403,2026-07-10 01:58:55
C049,S00093,Apple,Mumbai,Delhi,5.03,92.77,1.93,76,Open,Delivered,19.051607,72.893327,2026-07-11 01:53:55
C050,S00297,Apple,Pune,Chennai,5.07,81.88,3.34,76,Open,Loading,18.51437,73.823075,2026-07-08 00:08:55
C078,S00384,Orange,Bangalore,Hyderabad,3.55,72.8,2.79,87,Closed,In Transit,12.953482,77.607048,2026-07-06 12:10:55
C013,S00266,Papaya,Kolkata,Pune,7.92,87.47,4.4,78,Closed,In Transit,22.534973,88.344705,2026-07-07 08:00:55
C052,S00450,Apple,Mumbai,Bangalore,7.2,90.22,3.2,94,Closed,Unloading,19.115973,72.838145,2026-07-09 13:11:55
C042,S00401,Pineapple,Kolkata,Delhi,3.62,90.34,2.64,75,Closed,In Transit,22.60664,88.376149,2026-07-10 10:33:55
C071,S00799,Banana,Pune,Bangalore,3.47,81.23,4.39,81,Closed,In Transit,18.496035,73.855584,2026-07-06 03:50:55
C055,S00061,Strawberry,Delhi,Kolkata,7.44,83.23,0.64,75,Closed,In Transit,28.644818,77.18256,2026-07-09 13:24:55
C067,S00456,Strawberry,Chennai,Kolkata,3.0,70.05,2.6,74,Closed,In Transit,13.042829,80.2219,2026-07-06 01:54:55
C070,S00305,Banana,Ahmedabad,Chennai,7.75,77.18,1.71,78,Closed,In Transit,23.000026,72.540829,2026-07-07 23:36:55
C062,S00047,Grapes,Bangalore,Pune,7.95,88.63,4.5,81,Closed,In Transit,12.929099,77.644017,2026-07-06 03:39:55
C027,S00007,Apple,Kolkata,Hyderabad,6.89,83.19,3.85,85,Closed,Loading,22.541401,88.34596,2026-07-08 17:56:55
C038,S00508,Grapes,Bangalore,Kolkata,5.97,77.08,3.3,78,Closed,Delivered,12.951119,77.584664,2026-07-10 18:00:55
C030,S00213,Kiwi,Pune,Ahmedabad,4.84,78.59,0.87,96,Closed,In Transit,18.482034,73.865336,2026-07-09 19:49:55
C059,S00636,Papaya,Kolkata,Bangalore,3.44,92.62,4.33,86,Closed,In Transit,22.596009,88.401682,2026-07-05 12:20:55
C032,S00573,Pineapple,Bangalore,Mumbai,2.74,80.83,2.3,81,Closed,In Transit,12.982206,77.584745,2026-07-05 04:15:55
C023,S00484,Mango,Ahmedabad,Bangalore,5.96,73.91,3.09,88,Closed,Unloading,23.015204,72.587873,2026-07-10 17:48:55
C020,S00380,Apple,Bangalore,Pune,5.34,76.94,3.42,92,Closed,In Transit,12.987787,77.624539,2026-07-11 01:53:55
C025,S00377,Apple,Mumbai,Ahmedabad,5.24,79.95,0.55,75,Closed,Loading,19.108573,72.855739,2026-07-11 01:01:55
C023,S00055,Grapes,Ahmedabad,Kolkata,2.44,75.64,4.24,77,Closed,Loading,23.05716,72.606479,2026-07-07 08:52:55
C093,S00471,Banana,Hyderabad,Chennai,6.43,82.24,1.02,85,Closed,Loading,17.426162,78.525073,2026-07-10 17:19:55
C076,S00928,Pomegranate,Hyderabad,Mumbai,3.72,75.34,2.43,87,Closed,In Transit,17.434923,78.447072,2026-07-05 07:37:55
C056,S00064,Pineapple,Ahmedabad,Mumbai,3.65,88.91,1.91,70,Closed,Delivered,23.057327,72.604707,2026-07-08 18:30:55
C019,S00153,Orange,Delhi,Kolkata,4.22,83.76,2.78,88,Closed,Unloading,28.643051,77.191018,2026-07-04 19:24:55
C002,S00593,Kiwi,Mumbai,Delhi,5.36,84.7,1.9,92,Closed,Loading,19.082703,72.849317,2026-07-05 09:34:55
C070,S00983,Pomegranate,Hyderabad,Ahmedabad,2.92,92.65,1.04,72,Closed,Delivered,17.4196,78.486072,2026-07-07 21:05:55
C063,S00559,Strawberry,Delhi,Hyderabad,7.53,89.49,0.81,92,Closed,Loading,28.57196,77.162531,2026-07-06 20:02:55
C030,S00225,Grapes,Chennai,Hyderabad,3.93,83.55,1.6,88,Closed,Delivered,13.119468,80.253735,2026-07-10 05:13:55
C091,S00666,Pineapple,Chennai,Mumbai,6.54,80.75,0.35,98,Closed,Delivered,13.1229,80.294285,2026-07-06 04:26:55
C015,S00927,Grapes,Delhi,Hyderabad,6.2,86.5,1.21,86,Closed,Unloading,28.574974,77.206054,2026-07-05 06:30:55
C083,S00676,Banana,Bangalore,Hyderabad,4.46,70.46,4.33,96,Closed,In Transit,12.988618,77.607917,2026-07-06 19:33:55
C023,S00454,Grapes,Bangalore,Pune,3.29,71.09,1.0,100,Closed,Loading,12.945466,77.566549,2026-07-11 03:35:55
C048,S00834,Banana,Chennai,Bangalore,6.84,74.92,3.06,71,Closed,In Transit,13.068363,80.254892,2026-07-06 05:53:55
C024,S00602,Grapes,Delhi,Mumbai,5.9,70.46,2.71,100,Closed,Unloading,28.610096,77.163791,2026-07-09 07:53:55
C076,S00989,Banana,Delhi,Bangalore,3.4,75.08,0.59,98,Closed,Loading,28.616524,77.162401,2026-07-08 21:34:55
C059,S00826,Strawberry,Delhi,Pune,6.92,90.07,1.02,97,Closed,In Transit,28.591214,77.229051,2026-07-11 08:18:55
C015,S00919,Banana,Ahmedabad,Pune,3.44,79.36,1.27,100,Closed,Loading,22.979035,72.589525,2026-07-09 15:18:55
C057,S00937,Grapes,Chennai,Ahmedabad,6.93,83.68,4.36,77,Closed,Delivered,13.089624,80.260324,2026-07-09 09:03:55
C011,S00586,Mango,Hyderabad,Kolkata,3.93,89.38,0.38,92,Closed,Delivered,17.410004,78.469341,2026-07-07 13:33:55
C002,S00339,Apple,Kolkata,Ahmedabad,7.53,83.14,0.48,86,Closed,In Transit,22.605159,88.377879,2026-07-10 15:14:55
C099,S00374,Apple,Kolkata,Bangalore,5.66,74.78,2.68,79,Closed,In Transit,22.60796,88.346798,2026-07-05 02:07:55
C076,S00778,Banana,Delhi,Kolkata,7.81,76.53,4.35,78,Closed,In Transit,28.576991,77.251767,2026-07-11 04:06:55
C068,S00402,Pineapple,Chennai,Pune,3.92,86.18,4.87,87,Closed,Unloading,13.086145,80.251441,2026-07-07 19:45:55
C016,S00549,Mango,Mumbai,Hyderabad,4.55,76.71,3.82,85,Open,Delivered,19.073904,72.908676,2026-07-06 02:58:55
C024,S00315,Mango,Hyderabad,Pune,5.1,83.17,1.28,94,Closed,Delivered,17.428406,78.518371,2026-07-06 00:34:55
C056,S00100,Strawberry,Mumbai,Kolkata,3.96,83.24,3.21,79,Closed,Unloading,19.10037,72.836067,2026-07-09 00:42:55
C022,S00493,Pomegranate,Delhi,Chennai,7.0,77.55,2.18,98,Closed,Delivered,28.57029,77.223191,2026-07-07 07:54:55
C071,S00090,Orange,Kolkata,Ahmedabad,7.41,77.59,0.7,82,Closed,In Transit,22.586753,88.370524,2026-07-07 03:21:55
C008,S00551,Pomegranate,Bangalore,Delhi,4.34,82.49,3.92,71,Closed,In Transit,12.958932,77.619202,2026-07-08 09:49:55
C051,S00658,Papaya,Ahmedabad,Delhi,3.09,78.81,2.82,89,Closed,In Transit,23.051753,72.557298,2026-07-06 07:58:55
C094,S00920,Apple,Pune,Mumbai,3.3,77.71,0.32,90,Closed,Loading,18.54543,73.862973,2026-07-07 00:07:55
C065,S00125,Pomegranate,Pune,Kolkata,4.75,81.3,4.85,87,Closed,In Transit,18.487826,73.877734,2026-07-10 12:04:55
